etype=Set(modrxn|inrxn|rxnprod)	a	b	dir	sign	pathway=Discrete(REPLACE_ME)
inrxn	species379704	REACT15489	1	1	Gene Expression
inrxn	species29468	REACT15489	1	1	Gene Expression
rxnprod	REACT15489	species379720	1	1	Gene Expression
rxnprod	REACT15489	species111294	1	1	Gene Expression
rxnprod	REACT15489	species76577	1	1	Gene Expression
modrxn	REACT18078	REACT15400	1	1	Gene Expression
inrxn	species113592	REACT15400	1	1	Gene Expression
inrxn	species379762	REACT15400	1	1	Gene Expression
inrxn	species200736	REACT15400	1	1	Gene Expression
rxnprod	REACT15400	species111294	1	1	Gene Expression
rxnprod	REACT15400	species76577	1	1	Gene Expression
rxnprod	REACT15400	species379738	1	1	Gene Expression
inrxn	REACT2368	REACT1821	1	1	Gene Expression
inrxn	REACT2469	REACT1821	1	1	Gene Expression
rxnprod	REACT1821	REACT4404	1	1	Gene Expression
modrxn	E4677	REACT15414	1	1	Gene Expression
inrxn	species113592	REACT15414	1	1	Gene Expression
inrxn	species379722	REACT15414	1	1	Gene Expression
inrxn	species29642	REACT15414	1	1	Gene Expression
rxnprod	REACT15414	species111294	1	1	Gene Expression
rxnprod	REACT15414	species76577	1	1	Gene Expression
rxnprod	REACT15414	species379728	1	1	Gene Expression
inrxn	E1977	REACT1356	1	1	Gene Expression
inrxn	REACT4560	REACT1356	1	1	Gene Expression
rxnprod	REACT1356	E10189	1	1	Gene Expression
rxnprod	REACT1356	E10482	1	1	Gene Expression
rxnprod	REACT1356	REACT3452	1	1	Gene Expression
inrxn	E1977	REACT1228	1	1	Gene Expression
inrxn	REACT2455	REACT1228	1	1	Gene Expression
rxnprod	REACT1228	E10250	1	1	Gene Expression
rxnprod	REACT1228	REACT4851	1	1	Gene Expression
rxnprod	REACT1228	E10189	1	1	Gene Expression
rxnprod	REACT1228	E10482	1	1	Gene Expression
inrxn	REACT2624	REACT2104	1	1	Gene Expression
rxnprod	REACT2104	REACT2455	1	1	Gene Expression
inrxn	E167227	REACT25257	1	1	Gene Expression
inrxn	E5073	REACT25257	1	1	Gene Expression
inrxn	REACT20841	REACT25257	1	1	Gene Expression
inrxn	REACT26697	REACT25257	1	1	Gene Expression
rxnprod	REACT25257	REACT26058	1	1	Gene Expression
inrxn	REACT5827	REACT53	1	1	Gene Expression
inrxn	E10482	REACT53	1	1	Gene Expression
rxnprod	REACT53	REACT4136	1	1	Gene Expression
inrxn	REACT4136	REACT138	1	1	Gene Expression
rxnprod	REACT138	E11338	1	1	Gene Expression
rxnprod	REACT138	E7307	1	1	Gene Expression
rxnprod	REACT138	species72072	1	1	Gene Expression
rxnprod	REACT138	species72071	1	1	Gene Expression
rxnprod	REACT138	species72070	1	1	Gene Expression
rxnprod	REACT138	E51362	1	1	Gene Expression
rxnprod	REACT138	E9785	1	1	Gene Expression
rxnprod	REACT138	species72063	1	1	Gene Expression
rxnprod	REACT138	species72073	1	1	Gene Expression
rxnprod	REACT138	E6431	1	1	Gene Expression
rxnprod	REACT138	E6430	1	1	Gene Expression
rxnprod	REACT138	E6428	1	1	Gene Expression
rxnprod	REACT138	E8683	1	1	Gene Expression
rxnprod	REACT138	E6432	1	1	Gene Expression
rxnprod	REACT138	E9295	1	1	Gene Expression
rxnprod	REACT138	E6429	1	1	Gene Expression
rxnprod	REACT138	E6427	1	1	Gene Expression
rxnprod	REACT138	E6426	1	1	Gene Expression
rxnprod	REACT138	REACT2624	1	1	Gene Expression
modrxn	species203852	REACT118741	1	1	Gene Expression
inrxn	species426523	REACT118741	1	1	Gene Expression
rxnprod	REACT118741	species426511	1	1	Gene Expression
inrxn	REACT5697	REACT904	1	1	Gene Expression
rxnprod	REACT904	REACT4560	1	1	Gene Expression
inrxn	species427775	REACT118624	1	1	Gene Expression
inrxn	species210807	REACT118624	1	1	Gene Expression
inrxn	species426523	REACT118624	1	1	Gene Expression
rxnprod	REACT118624	REACT118948	1	1	Gene Expression
modrxn	REACT12753	REACT12458	1	1	Gene Expression
inrxn	species203866	REACT12458	1	1	Gene Expression
inrxn	REACT12753	REACT12458	1	1	Gene Expression
rxnprod	REACT12458	REACT13389	1	1	Gene Expression
modrxn	REACT124335	REACT120848	1	1	Gene Expression
inrxn	species68524	REACT120848	1	1	Gene Expression
inrxn	REACT124335	REACT120848	1	1	Gene Expression
rxnprod	REACT120848	species2186765	1	1	Gene Expression
rxnprod	REACT120848	REACT124908	1	1	Gene Expression
modrxn	REACT15987	REACT15412	1	1	Gene Expression
inrxn	species113592	REACT15412	1	1	Gene Expression
inrxn	species379763	REACT15412	1	1	Gene Expression
inrxn	species29500	REACT15412	1	1	Gene Expression
rxnprod	REACT15412	species111294	1	1	Gene Expression
rxnprod	REACT15412	species76577	1	1	Gene Expression
rxnprod	REACT15412	species379765	1	1	Gene Expression
modrxn	REACT15869	REACT15361	1	1	Gene Expression
inrxn	species113592	REACT15361	1	1	Gene Expression
inrxn	species379748	REACT15361	1	1	Gene Expression
inrxn	species29472	REACT15361	1	1	Gene Expression
rxnprod	REACT15361	species111294	1	1	Gene Expression
rxnprod	REACT15361	species76577	1	1	Gene Expression
rxnprod	REACT15361	species379772	1	1	Gene Expression
inrxn	REACT5095	REACT1615	1	1	Gene Expression
rxnprod	REACT1615	REACT5266	1	1	Gene Expression
rxnprod	REACT1615	REACT4626	1	1	Gene Expression
modrxn	REACT16005	REACT15492	1	1	Gene Expression
inrxn	species113592	REACT15492	1	1	Gene Expression
inrxn	species379743	REACT15492	1	1	Gene Expression
inrxn	species29506	REACT15492	1	1	Gene Expression
rxnprod	REACT15492	species111294	1	1	Gene Expression
rxnprod	REACT15492	species76577	1	1	Gene Expression
rxnprod	REACT15492	species379785	1	1	Gene Expression
inrxn	REACT4626	REACT2241	1	1	Gene Expression
rxnprod	REACT2241	REACT5134	1	1	Gene Expression
inrxn	REACT5134	REACT1494	1	1	Gene Expression
rxnprod	REACT1494	REACT5793	1	1	Gene Expression
rxnprod	REACT1494	REACT3135	1	1	Gene Expression
rxnprod	REACT1494	REACT2482	1	1	Gene Expression
rxnprod	REACT1494	REACT3595	1	1	Gene Expression
rxnprod	REACT1494	REACT5751	1	1	Gene Expression
inrxn	E6426	REACT864	1	1	Gene Expression
inrxn	E6432	REACT864	1	1	Gene Expression
inrxn	E6427	REACT864	1	1	Gene Expression
inrxn	E6431	REACT864	1	1	Gene Expression
inrxn	REACT3595	REACT864	1	1	Gene Expression
inrxn	REACT5751	REACT864	1	1	Gene Expression
inrxn	REACT3634	REACT864	1	1	Gene Expression
rxnprod	REACT864	REACT4037	1	1	Gene Expression
inrxn	REACT25600	REACT24951	1	1	Gene Expression
inrxn	E7529	REACT24951	1	1	Gene Expression
rxnprod	REACT24951	REACT26426	1	1	Gene Expression
inrxn	REACT4539	REACT1253	1	1	Gene Expression
inrxn	REACT4037	REACT1253	1	1	Gene Expression
rxnprod	REACT1253	REACT5095	1	1	Gene Expression
modrxn	REACT15869	REACT15504	1	1	Gene Expression
inrxn	species113592	REACT15504	1	1	Gene Expression
inrxn	species379771	REACT15504	1	1	Gene Expression
inrxn	species29588	REACT15504	1	1	Gene Expression
rxnprod	REACT15504	species111294	1	1	Gene Expression
rxnprod	REACT15504	species379757	1	1	Gene Expression
rxnprod	REACT15504	species76577	1	1	Gene Expression
inrxn	E3842	REACT25366	1	1	Gene Expression
inrxn	species450597	REACT25366	1	1	Gene Expression
inrxn	E7538	REACT25366	1	1	Gene Expression
rxnprod	REACT25366	REACT26727	1	1	Gene Expression
modrxn	REACT13389	REACT12608	1	1	Gene Expression
inrxn	REACT13389	REACT12608	1	1	Gene Expression
rxnprod	REACT12608	species203932	1	1	Gene Expression
rxnprod	REACT12608	REACT13157	1	1	Gene Expression
inrxn	E6910	REACT118620	1	1	Gene Expression
inrxn	E25937	REACT118620	1	1	Gene Expression
inrxn	E8850	REACT118620	1	1	Gene Expression
rxnprod	REACT118620	REACT119245	1	1	Gene Expression
inrxn	species3009372	REACT1635	1	1	Gene Expression
inrxn	E6827	REACT1635	1	1	Gene Expression
rxnprod	REACT1635	REACT2797	1	1	Gene Expression
inrxn	E6923	REACT936	1	1	Gene Expression
inrxn	E6921	REACT936	1	1	Gene Expression
rxnprod	REACT936	REACT2434	1	1	Gene Expression
inrxn	REACT2434	REACT51	1	1	Gene Expression
inrxn	E6924	REACT51	1	1	Gene Expression
rxnprod	REACT51	REACT5616	1	1	Gene Expression
inrxn	E7936	REACT168	1	1	Gene Expression
inrxn	E51497	REACT168	1	1	Gene Expression
inrxn	E25920	REACT168	1	1	Gene Expression
inrxn	E7469	REACT168	1	1	Gene Expression
rxnprod	REACT168	REACT2737	1	1	Gene Expression
inrxn	E10413	REACT118835	1	1	Gene Expression
inrxn	species2032773	REACT118835	1	1	Gene Expression
rxnprod	REACT118835	REACT119773	1	1	Gene Expression
inrxn	E11198	REACT294	1	1	Gene Expression
inrxn	E6749	REACT294	1	1	Gene Expression
rxnprod	REACT294	REACT4314	1	1	Gene Expression
inrxn	REACT5191	REACT774	1	1	Gene Expression
inrxn	REACT5524	REACT774	1	1	Gene Expression
rxnprod	REACT774	REACT2984	1	1	Gene Expression
inrxn	E1025	REACT307	1	1	Gene Expression
inrxn	E905	REACT307	1	1	Gene Expression
inrxn	E904	REACT307	1	1	Gene Expression
rxnprod	REACT307	REACT3433	1	1	Gene Expression
inrxn	E25937	REACT118805	1	1	Gene Expression
inrxn	species2032773	REACT118805	1	1	Gene Expression
rxnprod	REACT118805	REACT120065	1	1	Gene Expression
inrxn	E25937	REACT121368	1	1	Gene Expression
inrxn	REACT7344	REACT121368	1	1	Gene Expression
rxnprod	REACT121368	REACT121541	1	1	Gene Expression
inrxn	species428384	REACT22429	1	1	Gene Expression
inrxn	E10643	REACT22429	1	1	Gene Expression
rxnprod	REACT22429	REACT23052	1	1	Gene Expression
inrxn	REACT4675	REACT6355	1	1	Gene Expression
rxnprod	REACT6355	REACT6654	1	1	Gene Expression
inrxn	REACT3066	REACT1638	1	1	Gene Expression
rxnprod	REACT1638	REACT3018	1	1	Gene Expression
inrxn	REACT5853	REACT2030	1	1	Gene Expression
rxnprod	REACT2030	REACT5512	1	1	Gene Expression
inrxn	E10189	REACT696	1	1	Gene Expression
inrxn	REACT5592	REACT696	1	1	Gene Expression
inrxn	E10482	REACT696	1	1	Gene Expression
rxnprod	REACT696	REACT5697	1	1	Gene Expression
rxnprod	REACT696	REACT3884	1	1	Gene Expression
inrxn	REACT3840	REACT1591	1	1	Gene Expression
inrxn	REACT5001	REACT1591	1	1	Gene Expression
rxnprod	REACT1591	REACT5338	1	1	Gene Expression
inrxn	species30595	REACT751	1	1	Gene Expression
inrxn	REACT3511	REACT751	1	1	Gene Expression
rxnprod	REACT751	REACT3832	1	1	Gene Expression
rxnprod	REACT751	REACT3018	1	1	Gene Expression
inrxn	REACT5338	REACT1222	1	1	Gene Expression
rxnprod	REACT1222	REACT5592	1	1	Gene Expression
rxnprod	REACT1222	REACT5001	1	1	Gene Expression
modrxn	REACT5158	REACT872	1	1	Gene Expression
inrxn	species74985	REACT872	1	1	Gene Expression
inrxn	species30595	REACT872	1	1	Gene Expression
rxnprod	REACT872	species74985	1	1	Gene Expression
modrxn	REACT122570	REACT120873	1	1	Gene Expression
inrxn	species68524	REACT120873	1	1	Gene Expression
inrxn	REACT122570	REACT120873	1	1	Gene Expression
rxnprod	REACT120873	species177105	1	1	Gene Expression
rxnprod	REACT120873	E51592	1	1	Gene Expression
rxnprod	REACT120873	REACT122324	1	1	Gene Expression
inrxn	species164569	REACT2027	1	1	Gene Expression
inrxn	E7978	REACT2027	1	1	Gene Expression
rxnprod	REACT2027	REACT2598	1	1	Gene Expression
inrxn	species68524	REACT121162	1	1	Gene Expression
inrxn	REACT122635	REACT121162	1	1	Gene Expression
rxnprod	REACT121162	species2176420	1	1	Gene Expression
rxnprod	REACT121162	REACT123049	1	1	Gene Expression
modrxn	REACT2692	REACT209	1	1	Gene Expression
inrxn	species30595	REACT209	1	1	Gene Expression
inrxn	REACT3183	REACT209	1	1	Gene Expression
rxnprod	REACT209	species113541	1	1	Gene Expression
rxnprod	REACT209	REACT4399	1	1	Gene Expression
inrxn	REACT121541	REACT121015	1	1	Gene Expression
rxnprod	REACT121015	REACT123695	1	1	Gene Expression
inrxn	REACT25904	REACT25272	1	1	Gene Expression
inrxn	E7529	REACT25272	1	1	Gene Expression
rxnprod	REACT25272	REACT25856	1	1	Gene Expression
modrxn	REACT124723	REACT120856	1	1	Gene Expression
inrxn	species29356	REACT120856	1	1	Gene Expression
inrxn	REACT124723	REACT120856	1	1	Gene Expression
rxnprod	REACT120856	species113595	1	1	Gene Expression
rxnprod	REACT120856	E8239	1	1	Gene Expression
rxnprod	REACT120856	E4089	1	1	Gene Expression
inrxn	species163305	REACT875	1	1	Gene Expression
inrxn	E7019	REACT875	1	1	Gene Expression
rxnprod	REACT875	REACT2565	1	1	Gene Expression
inrxn	species2176420	REACT120772	1	1	Gene Expression
inrxn	REACT122238	REACT120772	1	1	Gene Expression
rxnprod	REACT120772	REACT122635	1	1	Gene Expression
inrxn	species428328	REACT22195	1	1	Gene Expression
inrxn	E10644	REACT22195	1	1	Gene Expression
rxnprod	REACT22195	REACT22864	1	1	Gene Expression
modrxn	E9150	REACT1251	1	1	Gene Expression
inrxn	REACT3832	REACT1251	1	1	Gene Expression
inrxn	E9150	REACT1251	1	1	Gene Expression
inrxn	REACT3243	REACT1251	1	1	Gene Expression
rxnprod	REACT1251	REACT3832	1	1	Gene Expression
rxnprod	REACT1251	REACT5658	1	1	Gene Expression
inrxn	species74978	REACT2228	1	1	Gene Expression
inrxn	REACT5158	REACT2228	1	1	Gene Expression
inrxn	REACT5864	REACT2228	1	1	Gene Expression
rxnprod	REACT2228	REACT2713	1	1	Gene Expression
inrxn	E25937	REACT118717	1	1	Gene Expression
inrxn	E860	REACT118717	1	1	Gene Expression
rxnprod	REACT118717	REACT119164	1	1	Gene Expression
inrxn	REACT2596	REACT1904	1	1	Gene Expression
inrxn	E1964	REACT1904	1	1	Gene Expression
inrxn	REACT3677	REACT1904	1	1	Gene Expression
rxnprod	REACT1904	REACT4439	1	1	Gene Expression
rxnprod	REACT1904	E1964	1	1	Gene Expression
inrxn	REACT4203	REACT513	1	1	Gene Expression
rxnprod	REACT513	species74978	1	1	Gene Expression
rxnprod	REACT513	REACT5158	1	1	Gene Expression
rxnprod	REACT513	species74974	1	1	Gene Expression
rxnprod	REACT513	E284119	1	1	Gene Expression
modrxn	REACT3433	REACT2066	1	1	Gene Expression
inrxn	REACT3433	REACT2066	1	1	Gene Expression
inrxn	REACT4575	REACT2066	1	1	Gene Expression
rxnprod	REACT2066	REACT3884	1	1	Gene Expression
rxnprod	REACT2066	REACT2481	1	1	Gene Expression
inrxn	species428308	REACT22241	1	1	Gene Expression
inrxn	E10642	REACT22241	1	1	Gene Expression
rxnprod	REACT22241	REACT23009	1	1	Gene Expression
inrxn	E284119	REACT211	1	1	Gene Expression
inrxn	REACT2713	REACT211	1	1	Gene Expression
rxnprod	REACT211	REACT4203	1	1	Gene Expression
inrxn	REACT3832	REACT949	1	1	Gene Expression
inrxn	REACT5616	REACT949	1	1	Gene Expression
inrxn	REACT4314	REACT949	1	1	Gene Expression
inrxn	E8178	REACT949	1	1	Gene Expression
inrxn	E6917	REACT949	1	1	Gene Expression
inrxn	REACT2481	REACT949	1	1	Gene Expression
rxnprod	REACT949	REACT3511	1	1	Gene Expression
inrxn	REACT3761	REACT268	1	1	Gene Expression
inrxn	REACT2565	REACT268	1	1	Gene Expression
rxnprod	REACT268	REACT4311	1	1	Gene Expression
inrxn	REACT7382	REACT120838	1	1	Gene Expression
inrxn	E6667	REACT120838	1	1	Gene Expression
rxnprod	REACT120838	REACT124646	1	1	Gene Expression
modrxn	species2176485	REACT121336	1	1	Gene Expression
inrxn	species29358	REACT121336	1	1	Gene Expression
inrxn	REACT7382	REACT121336	1	1	Gene Expression
rxnprod	REACT121336	REACT122238	1	1	Gene Expression
rxnprod	REACT121336	species113582	1	1	Gene Expression
inrxn	E5440	REACT1773	1	1	Gene Expression
inrxn	E5437	REACT1773	1	1	Gene Expression
inrxn	E25885	REACT1773	1	1	Gene Expression
inrxn	E9533	REACT1773	1	1	Gene Expression
inrxn	E51082	REACT1773	1	1	Gene Expression
inrxn	E84172	REACT1773	1	1	Gene Expression
rxnprod	REACT1773	REACT4039	1	1	Gene Expression
inrxn	E103	REACT186	1	1	Gene Expression
rxnprod	REACT186	REACT4700	1	1	Gene Expression
inrxn	E104	REACT990	1	1	Gene Expression
rxnprod	REACT990	REACT3351	1	1	Gene Expression
modrxn	REACT124426	REACT120778	1	1	Gene Expression
inrxn	species427523	REACT120778	1	1	Gene Expression
inrxn	REACT124426	REACT120778	1	1	Gene Expression
rxnprod	REACT120778	E142	1	1	Gene Expression
rxnprod	REACT120778	species427497	1	1	Gene Expression
rxnprod	REACT120778	REACT123857	1	1	Gene Expression
inrxn	E4221	REACT120994	1	1	Gene Expression
inrxn	REACT7382	REACT120994	1	1	Gene Expression
rxnprod	REACT120994	REACT124410	1	1	Gene Expression
modrxn	REACT16104	REACT15328	1	1	Gene Expression
inrxn	species113592	REACT15328	1	1	Gene Expression
inrxn	species379767	REACT15328	1	1	Gene Expression
inrxn	species29502	REACT15328	1	1	Gene Expression
rxnprod	REACT15328	species111294	1	1	Gene Expression
rxnprod	REACT15328	species76577	1	1	Gene Expression
rxnprod	REACT15328	species379792	1	1	Gene Expression
inrxn	REACT7382	REACT121212	1	1	Gene Expression
inrxn	E142	REACT121212	1	1	Gene Expression
rxnprod	REACT121212	REACT124426	1	1	Gene Expression
inrxn	REACT3928	REACT1793	1	1	Gene Expression
rxnprod	REACT1793	REACT3832	1	1	Gene Expression
rxnprod	REACT1793	REACT2368	1	1	Gene Expression
rxnprod	REACT1793	REACT2692	1	1	Gene Expression
rxnprod	REACT1793	species75897	1	1	Gene Expression
modrxn	E3035	REACT15315	1	1	Gene Expression
inrxn	species113592	REACT15315	1	1	Gene Expression
inrxn	species379758	REACT15315	1	1	Gene Expression
inrxn	species29612	REACT15315	1	1	Gene Expression
rxnprod	REACT15315	species111294	1	1	Gene Expression
rxnprod	REACT15315	species76577	1	1	Gene Expression
rxnprod	REACT15315	species379786	1	1	Gene Expression
inrxn	REACT4247	REACT1004	1	1	Gene Expression
rxnprod	REACT1004	REACT4662	1	1	Gene Expression
inrxn	E1977	REACT1334	1	1	Gene Expression
inrxn	REACT4662	REACT1334	1	1	Gene Expression
rxnprod	REACT1334	E10189	1	1	Gene Expression
rxnprod	REACT1334	E10482	1	1	Gene Expression
rxnprod	REACT1334	REACT3252	1	1	Gene Expression
inrxn	REACT15899	REACT116124	1	1	Gene Expression
inrxn	REACT116458	REACT116124	1	1	Gene Expression
rxnprod	REACT116124	REACT117314	1	1	Gene Expression
modrxn	REACT124107	REACT121300	1	1	Gene Expression
inrxn	species68524	REACT121300	1	1	Gene Expression
inrxn	REACT124107	REACT121300	1	1	Gene Expression
rxnprod	REACT121300	REACT123776	1	1	Gene Expression
rxnprod	REACT121300	REACT7382	1	1	Gene Expression
rxnprod	REACT121300	species349716	1	1	Gene Expression
rxnprod	REACT121300	species2186743	1	1	Gene Expression
modrxn	REACT15945	REACT115742	1	1	Gene Expression
inrxn	REACT116321	REACT115742	1	1	Gene Expression
rxnprod	REACT115742	species1799320	1	1	Gene Expression
rxnprod	REACT115742	REACT116785	1	1	Gene Expression
modrxn	E16	REACT15409	1	1	Gene Expression
inrxn	species113592	REACT15409	1	1	Gene Expression
inrxn	species379731	REACT15409	1	1	Gene Expression
inrxn	species29432	REACT15409	1	1	Gene Expression
rxnprod	REACT15409	species111294	1	1	Gene Expression
rxnprod	REACT15409	species76577	1	1	Gene Expression
rxnprod	REACT15409	species379700	1	1	Gene Expression
modrxn	REACT15869	REACT15436	1	1	Gene Expression
inrxn	species113592	REACT15436	1	1	Gene Expression
inrxn	species379768	REACT15436	1	1	Gene Expression
inrxn	species113538	REACT15436	1	1	Gene Expression
rxnprod	REACT15436	species379746	1	1	Gene Expression
rxnprod	REACT15436	species111294	1	1	Gene Expression
rxnprod	REACT15436	species76577	1	1	Gene Expression
inrxn	REACT117711	REACT115921	1	1	Gene Expression
inrxn	REACT15665	REACT115921	1	1	Gene Expression
rxnprod	REACT115921	REACT116458	1	1	Gene Expression
modrxn	REACT15869	REACT15346	1	1	Gene Expression
inrxn	species113592	REACT15346	1	1	Gene Expression
inrxn	species379711	REACT15346	1	1	Gene Expression
inrxn	species29448	REACT15346	1	1	Gene Expression
rxnprod	REACT15346	species111294	1	1	Gene Expression
rxnprod	REACT15346	species76577	1	1	Gene Expression
rxnprod	REACT15346	species379707	1	1	Gene Expression
inrxn	E5469	REACT19207	1	1	Gene Expression
inrxn	species376224	REACT19207	1	1	Gene Expression
rxnprod	REACT19207	REACT19894	1	1	Gene Expression
modrxn	REACT15869	REACT15345	1	1	Gene Expression
inrxn	species113592	REACT15345	1	1	Gene Expression
inrxn	species379778	REACT15345	1	1	Gene Expression
inrxn	species29404	REACT15345	1	1	Gene Expression
rxnprod	REACT15345	species111294	1	1	Gene Expression
rxnprod	REACT15345	species76577	1	1	Gene Expression
rxnprod	REACT15345	species379751	1	1	Gene Expression
modrxn	REACT20836	REACT20560	1	1	Gene Expression
inrxn	species29356	REACT20560	1	1	Gene Expression
inrxn	REACT20909	REACT20560	1	1	Gene Expression
rxnprod	REACT20560	REACT21085	1	1	Gene Expression
rxnprod	REACT20560	species430004	1	1	Gene Expression
modrxn	REACT76647	REACT75910	1	1	Gene Expression
inrxn	species113592	REACT75910	1	1	Gene Expression
inrxn	REACT76647	REACT75910	1	1	Gene Expression
rxnprod	REACT75910	species29370	1	1	Gene Expression
rxnprod	REACT75910	REACT76156	1	1	Gene Expression
modrxn	REACT2692	REACT581	1	1	Gene Expression
inrxn	species30595	REACT581	1	1	Gene Expression
inrxn	REACT4148	REACT581	1	1	Gene Expression
rxnprod	REACT581	species113541	1	1	Gene Expression
rxnprod	REACT581	REACT2368	1	1	Gene Expression
rxnprod	REACT581	REACT5886	1	1	Gene Expression
rxnprod	REACT581	REACT5743	1	1	Gene Expression
rxnprod	REACT581	REACT5212	1	1	Gene Expression
inrxn	species2186743	REACT121054	1	1	Gene Expression
inrxn	REACT7221	REACT121054	1	1	Gene Expression
rxnprod	REACT121054	REACT124107	1	1	Gene Expression
modrxn	REACT17681	REACT15527	1	1	Gene Expression
inrxn	species113592	REACT15527	1	1	Gene Expression
inrxn	species379725	REACT15527	1	1	Gene Expression
inrxn	species111707	REACT15527	1	1	Gene Expression
rxnprod	REACT15527	species111294	1	1	Gene Expression
rxnprod	REACT15527	species76577	1	1	Gene Expression
rxnprod	REACT15527	species379719	1	1	Gene Expression
inrxn	REACT2410	REACT1055	1	1	Gene Expression
rxnprod	REACT1055	species113541	1	1	Gene Expression
rxnprod	REACT1055	REACT2954	1	1	Gene Expression
inrxn	REACT5487	REACT1467	1	1	Gene Expression
rxnprod	REACT1467	REACT2410	1	1	Gene Expression
inrxn	REACT3851	REACT543	1	1	Gene Expression
rxnprod	REACT543	REACT3832	1	1	Gene Expression
rxnprod	REACT543	REACT2368	1	1	Gene Expression
rxnprod	REACT543	REACT5886	1	1	Gene Expression
rxnprod	REACT543	E2959	1	1	Gene Expression
rxnprod	REACT543	REACT5743	1	1	Gene Expression
rxnprod	REACT543	REACT2692	1	1	Gene Expression
rxnprod	REACT543	species110068	1	1	Gene Expression
modrxn	E852702	REACT20533	1	1	Gene Expression
inrxn	species29356	REACT20533	1	1	Gene Expression
inrxn	REACT21085	REACT20533	1	1	Gene Expression
rxnprod	REACT20533	REACT21014	1	1	Gene Expression
rxnprod	REACT20533	species109402	1	1	Gene Expression
rxnprod	REACT20533	species109395	1	1	Gene Expression
rxnprod	REACT20533	species113578	1	1	Gene Expression
rxnprod	REACT20533	species76577	1	1	Gene Expression
modrxn	E23405	REACT118784	1	1	Gene Expression
inrxn	E8575	REACT118784	1	1	Gene Expression
inrxn	E6895	REACT118784	1	1	Gene Expression
inrxn	E23405	REACT118784	1	1	Gene Expression
inrxn	species426463	REACT118784	1	1	Gene Expression
rxnprod	REACT118784	REACT119892	1	1	Gene Expression
inrxn	species30595	REACT1160	1	1	Gene Expression
inrxn	REACT4930	REACT1160	1	1	Gene Expression
rxnprod	REACT1160	REACT5487	1	1	Gene Expression
inrxn	species349716	REACT6887	1	1	Gene Expression
inrxn	species2186620	REACT6887	1	1	Gene Expression
inrxn	REACT7382	REACT6887	1	1	Gene Expression
rxnprod	REACT6887	REACT7221	1	1	Gene Expression
inrxn	REACT15589	REACT115582	1	1	Gene Expression
inrxn	REACT117314	REACT115582	1	1	Gene Expression
rxnprod	REACT115582	REACT15665	1	1	Gene Expression
rxnprod	REACT115582	REACT15899	1	1	Gene Expression
rxnprod	REACT115582	REACT116321	1	1	Gene Expression
inrxn	REACT4930	REACT1702	1	1	Gene Expression
rxnprod	REACT1702	REACT5734	1	1	Gene Expression
inrxn	species427775	REACT118839	1	1	Gene Expression
inrxn	species427783	REACT118839	1	1	Gene Expression
inrxn	species426515	REACT118839	1	1	Gene Expression
rxnprod	REACT118839	REACT119703	1	1	Gene Expression
inrxn	E5494	REACT121278	1	1	Gene Expression
inrxn	REACT7382	REACT121278	1	1	Gene Expression
rxnprod	REACT121278	REACT124331	1	1	Gene Expression
inrxn	species111987	REACT2251	1	1	Gene Expression
inrxn	REACT4544	REACT2251	1	1	Gene Expression
inrxn	species30595	REACT2251	1	1	Gene Expression
rxnprod	REACT2251	species113704	1	1	Gene Expression
rxnprod	REACT2251	REACT4544	1	1	Gene Expression
inrxn	REACT7344	REACT6726	1	1	Gene Expression
rxnprod	REACT6726	REACT7382	1	1	Gene Expression
inrxn	REACT2954	REACT653	1	1	Gene Expression
rxnprod	REACT653	REACT3832	1	1	Gene Expression
rxnprod	REACT653	REACT2368	1	1	Gene Expression
rxnprod	REACT653	REACT5886	1	1	Gene Expression
rxnprod	REACT653	E2959	1	1	Gene Expression
rxnprod	REACT653	REACT5743	1	1	Gene Expression
rxnprod	REACT653	REACT2692	1	1	Gene Expression
rxnprod	REACT653	species109877	1	1	Gene Expression
modrxn	REACT15869	REACT15516	1	1	Gene Expression
inrxn	species113592	REACT15516	1	1	Gene Expression
inrxn	species379739	REACT15516	1	1	Gene Expression
inrxn	species30102	REACT15516	1	1	Gene Expression
rxnprod	REACT15516	species111294	1	1	Gene Expression
rxnprod	REACT15516	species76577	1	1	Gene Expression
rxnprod	REACT15516	species379787	1	1	Gene Expression
inrxn	E8239	REACT121227	1	1	Gene Expression
inrxn	REACT122129	REACT121227	1	1	Gene Expression
rxnprod	REACT121227	REACT124723	1	1	Gene Expression
inrxn	REACT122324	REACT121081	1	1	Gene Expression
rxnprod	REACT121081	REACT122129	1	1	Gene Expression
inrxn	REACT3144	REACT625	1	1	Gene Expression
inrxn	REACT3078	REACT625	1	1	Gene Expression
rxnprod	REACT625	REACT4877	1	1	Gene Expression
rxnprod	REACT625	REACT2910	1	1	Gene Expression
rxnprod	REACT625	REACT5473	1	1	Gene Expression
inrxn	REACT5094	REACT608	1	1	Gene Expression
inrxn	REACT4891	REACT608	1	1	Gene Expression
inrxn	E1964	REACT608	1	1	Gene Expression
rxnprod	REACT608	REACT2456	1	1	Gene Expression
inrxn	species2187387	REACT120826	1	1	Gene Expression
rxnprod	REACT120826	species171172	1	1	Gene Expression
inrxn	REACT3457	REACT198	1	1	Gene Expression
inrxn	REACT3073	REACT198	1	1	Gene Expression
inrxn	REACT2629	REACT198	1	1	Gene Expression
rxnprod	REACT198	REACT2486	1	1	Gene Expression
inrxn	E1964	REACT928	1	1	Gene Expression
