etype=Set(modrxn|inrxn|rxnprod)	a	b	dir	sign	pathway=Discrete(REPLACE_ME)
rxnprod	REACT2072	species29996	1	1	Metabolism
modrxn	REACT21583	REACT1522	1	1	Metabolism
inrxn	species29732	REACT1522	1	1	Metabolism
rxnprod	REACT1522	species29790	1	1	Metabolism
inrxn	species29438	REACT18379	1	1	Metabolism
inrxn	REACT15771	REACT18379	1	1	Metabolism
rxnprod	REACT18379	species29420	1	1	Metabolism
rxnprod	REACT18379	REACT16044	1	1	Metabolism
modrxn	species1602359	REACT121397	1	1	Metabolism
inrxn	species109276	REACT121397	1	1	Metabolism
inrxn	species1602448	REACT121397	1	1	Metabolism
rxnprod	REACT121397	species1602366	1	1	Metabolism
rxnprod	REACT121397	species1602447	1	1	Metabolism
modrxn	REACT3387	REACT1629	1	1	Metabolism
inrxn	species73578	REACT1629	1	1	Metabolism
inrxn	species29790	REACT1629	1	1	Metabolism
rxnprod	REACT1629	species29882	1	1	Metabolism
rxnprod	REACT1629	species29578	1	1	Metabolism
inrxn	species446658	REACT18332	1	1	Metabolism
inrxn	REACT5470	REACT18332	1	1	Metabolism
rxnprod	REACT18332	REACT19025	1	1	Metabolism
inrxn	REACT18813	REACT18397	1	1	Metabolism
inrxn	species30389	REACT18397	1	1	Metabolism
rxnprod	REACT18397	REACT18785	1	1	Metabolism
rxnprod	REACT18397	species111920	1	1	Metabolism
inrxn	REACT18821	REACT18411	1	1	Metabolism
inrxn	species29438	REACT18411	1	1	Metabolism
rxnprod	REACT18411	REACT18812	1	1	Metabolism
rxnprod	REACT18411	species29420	1	1	Metabolism
modrxn	species265453	REACT13559	1	1	Metabolism
inrxn	species265546	REACT13559	1	1	Metabolism
rxnprod	REACT13559	species265525	1	1	Metabolism
modrxn	species1655455	REACT115982	1	1	Metabolism
inrxn	species29360	REACT115982	1	1	Metabolism
inrxn	species29356	REACT115982	1	1	Metabolism
inrxn	species1655445	REACT115982	1	1	Metabolism
rxnprod	REACT115982	species159420	1	1	Metabolism
rxnprod	REACT115982	species73473	1	1	Metabolism
rxnprod	REACT115982	species70106	1	1	Metabolism
modrxn	species1475016	REACT120901	1	1	Metabolism
inrxn	species113521	REACT120901	1	1	Metabolism
inrxn	species29376	REACT120901	1	1	Metabolism
rxnprod	REACT120901	species29896	1	1	Metabolism
rxnprod	REACT120901	species113529	1	1	Metabolism
modrxn	species3229260	REACT10068	1	1	Metabolism
inrxn	species70106	REACT10068	1	1	Metabolism
inrxn	species29364	REACT10068	1	1	Metabolism
inrxn	species191980	REACT10068	1	1	Metabolism
rxnprod	REACT10068	species29366	1	1	Metabolism
rxnprod	REACT10068	species192030	1	1	Metabolism
modrxn	REACT5646	REACT66	1	1	Metabolism
inrxn	species113526	REACT66	1	1	Metabolism
inrxn	species29374	REACT66	1	1	Metabolism
inrxn	species113594	REACT66	1	1	Metabolism
rxnprod	REACT66	species29362	1	1	Metabolism
rxnprod	REACT66	species29376	1	1	Metabolism
rxnprod	REACT66	species70958	1	1	Metabolism
modrxn	REACT5322	REACT1728	1	1	Metabolism
inrxn	species113592	REACT1728	1	1	Metabolism
inrxn	species500173	REACT1728	1	1	Metabolism
rxnprod	REACT1728	species29370	1	1	Metabolism
rxnprod	REACT1728	species500088	1	1	Metabolism
inrxn	REACT14247	REACT6852	1	1	Metabolism
inrxn	REACT7393	REACT6852	1	1	Metabolism
rxnprod	REACT6852	REACT7030	1	1	Metabolism
rxnprod	REACT6852	REACT7202	1	1	Metabolism
modrxn	species1475016	REACT120942	1	1	Metabolism
inrxn	species29896	REACT120942	1	1	Metabolism
inrxn	species113529	REACT120942	1	1	Metabolism
rxnprod	REACT120942	species113521	1	1	Metabolism
rxnprod	REACT120942	species29376	1	1	Metabolism
modrxn	REACT5500	REACT983	1	1	Metabolism
inrxn	species113526	REACT983	1	1	Metabolism
inrxn	species29374	REACT983	1	1	Metabolism
inrxn	species113557	REACT983	1	1	Metabolism
rxnprod	REACT983	species29362	1	1	Metabolism
rxnprod	REACT983	species29376	1	1	Metabolism
rxnprod	REACT983	species113559	1	1	Metabolism
modrxn	species1475027	REACT121310	1	1	Metabolism
inrxn	species109276	REACT121310	1	1	Metabolism
inrxn	species1237009	REACT121310	1	1	Metabolism
rxnprod	REACT121310	species425425	1	1	Metabolism
rxnprod	REACT121310	species351626	1	1	Metabolism
modrxn	species1475034	REACT120951	1	1	Metabolism
inrxn	species29356	REACT120951	1	1	Metabolism
inrxn	species113528	REACT120951	1	1	Metabolism
rxnprod	REACT120951	species111627	1	1	Metabolism
rxnprod	REACT120951	species70106	1	1	Metabolism
modrxn	REACT116175	REACT115820	1	1	Metabolism
inrxn	species1614519	REACT115820	1	1	Metabolism
rxnprod	REACT115820	species113528	1	1	Metabolism
rxnprod	REACT115820	species1655445	1	1	Metabolism
modrxn	species1475034	REACT120719	1	1	Metabolism
inrxn	species111627	REACT120719	1	1	Metabolism
inrxn	species70106	REACT120719	1	1	Metabolism
rxnprod	REACT120719	species29356	1	1	Metabolism
rxnprod	REACT120719	species113528	1	1	Metabolism
modrxn	species1475027	REACT120844	1	1	Metabolism
inrxn	species425425	REACT120844	1	1	Metabolism
inrxn	species351626	REACT120844	1	1	Metabolism
rxnprod	REACT120844	species109276	1	1	Metabolism
rxnprod	REACT120844	species1237009	1	1	Metabolism
inrxn	REACT7910	REACT6803	1	1	Metabolism
rxnprod	REACT6803	REACT7091	1	1	Metabolism
modrxn	E51302	REACT10066	1	1	Metabolism
inrxn	species29368	REACT10066	1	1	Metabolism
inrxn	species70106	REACT10066	1	1	Metabolism
inrxn	species29364	REACT10066	1	1	Metabolism
inrxn	species192060	REACT10066	1	1	Metabolism
rxnprod	REACT10066	species29366	1	1	Metabolism
rxnprod	REACT10066	species29356	1	1	Metabolism
rxnprod	REACT10066	species192189	1	1	Metabolism
inrxn	REACT6983	REACT6727	1	1	Metabolism
inrxn	REACT7358	REACT6727	1	1	Metabolism
rxnprod	REACT6727	REACT14247	1	1	Metabolism
rxnprod	REACT6727	REACT7446	1	1	Metabolism
inrxn	E3949	REACT6849	1	1	Metabolism
inrxn	REACT7274	REACT6849	1	1	Metabolism
rxnprod	REACT6849	REACT7910	1	1	Metabolism
modrxn	E10998	REACT10020	1	1	Metabolism
inrxn	species76194	REACT10020	1	1	Metabolism
inrxn	species113592	REACT10020	1	1	Metabolism
inrxn	species192013	REACT10020	1	1	Metabolism
rxnprod	REACT10020	species111294	1	1	Metabolism
rxnprod	REACT10020	species76577	1	1	Metabolism
rxnprod	REACT10020	species192096	1	1	Metabolism
modrxn	species3229177	REACT10071	1	1	Metabolism
inrxn	species29368	REACT10071	1	1	Metabolism
inrxn	species70106	REACT10071	1	1	Metabolism
inrxn	species29364	REACT10071	1	1	Metabolism
inrxn	species192136	REACT10071	1	1	Metabolism
rxnprod	REACT10071	species29356	1	1	Metabolism
rxnprod	REACT10071	species29366	1	1	Metabolism
rxnprod	REACT10071	species192195	1	1	Metabolism
modrxn	E8564	REACT927	1	1	Metabolism
inrxn	species70106	REACT927	1	1	Metabolism
inrxn	species29364	REACT927	1	1	Metabolism
inrxn	species29368	REACT927	1	1	Metabolism
inrxn	species29970	REACT927	1	1	Metabolism
rxnprod	REACT927	species29356	1	1	Metabolism
rxnprod	REACT927	species29366	1	1	Metabolism
rxnprod	REACT927	species34351	1	1	Metabolism
modrxn	E51727	REACT247	1	1	Metabolism
inrxn	species29370	REACT247	1	1	Metabolism
inrxn	species500006	REACT247	1	1	Metabolism
rxnprod	REACT247	species113592	1	1	Metabolism
rxnprod	REACT247	species500009	1	1	Metabolism
modrxn	REACT5195	REACT636	1	1	Metabolism
inrxn	species29370	REACT636	1	1	Metabolism
inrxn	species499999	REACT636	1	1	Metabolism
rxnprod	REACT636	species113592	1	1	Metabolism
rxnprod	REACT636	species499997	1	1	Metabolism
modrxn	E80270	REACT10067	1	1	Metabolism
inrxn	species29360	REACT10067	1	1	Metabolism
inrxn	species192114	REACT10067	1	1	Metabolism
rxnprod	REACT10067	species70106	1	1	Metabolism
rxnprod	REACT10067	species73473	1	1	Metabolism
rxnprod	REACT10067	species192136	1	1	Metabolism
modrxn	REACT7472	REACT6734	1	1	Metabolism
inrxn	REACT7446	REACT6734	1	1	Metabolism
rxnprod	REACT6734	species174602	1	1	Metabolism
rxnprod	REACT6734	species174675	1	1	Metabolism
rxnprod	REACT6734	REACT7393	1	1	Metabolism
modrxn	REACT3262	REACT2234	1	1	Metabolism
inrxn	species29356	REACT2234	1	1	Metabolism
inrxn	species34351	REACT2234	1	1	Metabolism
rxnprod	REACT2234	species29432	1	1	Metabolism
rxnprod	REACT2234	species30487	1	1	Metabolism
modrxn	REACT2694	REACT612	1	1	Metabolism
inrxn	species29368	REACT612	1	1	Metabolism
inrxn	species30487	REACT612	1	1	Metabolism
rxnprod	REACT612	species36027	1	1	Metabolism
modrxn	E1593	REACT9953	1	1	Metabolism
inrxn	species113533	REACT9953	1	1	Metabolism
inrxn	species113529	REACT9953	1	1	Metabolism
inrxn	species113600	REACT9953	1	1	Metabolism
inrxn	species193840	REACT9953	1	1	Metabolism
rxnprod	REACT9953	species113563	1	1	Metabolism
rxnprod	REACT9953	species113521	1	1	Metabolism
rxnprod	REACT9953	species193846	1	1	Metabolism
inrxn	species141343	REACT16990	1	1	Metabolism
inrxn	species389578	REACT16990	1	1	Metabolism
rxnprod	REACT16990	species389585	1	1	Metabolism
rxnprod	REACT16990	species193514	1	1	Metabolism
modrxn	REACT4212	REACT333	1	1	Metabolism
inrxn	species36027	REACT333	1	1	Metabolism
rxnprod	REACT333	species113528	1	1	Metabolism
rxnprod	REACT333	species35181	1	1	Metabolism
modrxn	E1718	REACT10122	1	1	Metabolism
inrxn	species70106	REACT10122	1	1	Metabolism
inrxn	species29364	REACT10122	1	1	Metabolism
inrxn	species196420	REACT10122	1	1	Metabolism
rxnprod	REACT10122	species29366	1	1	Metabolism
rxnprod	REACT10122	species193384	1	1	Metabolism
modrxn	REACT3027	REACT1466	1	1	Metabolism
inrxn	species31135	REACT1466	1	1	Metabolism
rxnprod	REACT1466	species31175	1	1	Metabolism
inrxn	species2160926	REACT120787	1	1	Metabolism
inrxn	E8692	REACT120787	1	1	Metabolism
inrxn	species2160848	REACT120787	1	1	Metabolism
rxnprod	REACT120787	REACT124024	1	1	Metabolism
modrxn	REACT125084	REACT121353	1	1	Metabolism
inrxn	species1605715	REACT121353	1	1	Metabolism
inrxn	species2065212	REACT121353	1	1	Metabolism
rxnprod	REACT121353	species2090075	1	1	Metabolism
rxnprod	REACT121353	species1678868	1	1	Metabolism
modrxn	E6718	REACT10048	1	1	Metabolism
inrxn	species70106	REACT10048	1	1	Metabolism
inrxn	species29364	REACT10048	1	1	Metabolism
inrxn	species192195	REACT10048	1	1	Metabolism
rxnprod	REACT10048	species29366	1	1	Metabolism
rxnprod	REACT10048	species192064	1	1	Metabolism
modrxn	species2975806	REACT9950	1	1	Metabolism
inrxn	species29368	REACT9950	1	1	Metabolism
inrxn	species70106	REACT9950	1	1	Metabolism
inrxn	species29364	REACT9950	1	1	Metabolism
inrxn	species192148	REACT9950	1	1	Metabolism
rxnprod	REACT9950	species29366	1	1	Metabolism
rxnprod	REACT9950	species29356	1	1	Metabolism
rxnprod	REACT9950	species192184	1	1	Metabolism
modrxn	species975898	REACT120770	1	1	Metabolism
inrxn	species735682	REACT120770	1	1	Metabolism
inrxn	species2046206	REACT120770	1	1	Metabolism
rxnprod	REACT120770	species2046314	1	1	Metabolism
rxnprod	REACT120770	species205687	1	1	Metabolism
modrxn	REACT4468	REACT1297	1	1	Metabolism
inrxn	species29356	REACT1297	1	1	Metabolism
inrxn	species31175	REACT1297	1	1	Metabolism
rxnprod	REACT1297	species29666	1	1	Metabolism
rxnprod	REACT1297	species29586	1	1	Metabolism
modrxn	E11001	REACT17000	1	1	Metabolism
inrxn	species389596	REACT17000	1	1	Metabolism
inrxn	species193514	REACT17000	1	1	Metabolism
inrxn	species389573	REACT17000	1	1	Metabolism
rxnprod	REACT17000	species389593	1	1	Metabolism
rxnprod	REACT17000	species389615	1	1	Metabolism
rxnprod	REACT17000	species389620	1	1	Metabolism
modrxn	E6833	REACT16883	1	1	Metabolism
inrxn	REACT17204	REACT16883	1	1	Metabolism
inrxn	species113592	REACT16883	1	1	Metabolism
rxnprod	REACT16883	REACT18063	1	1	Metabolism
modrxn	species389603	REACT16919	1	1	Metabolism
inrxn	species389636	REACT16919	1	1	Metabolism
inrxn	species192307	REACT16919	1	1	Metabolism
rxnprod	REACT16919	species193465	1	1	Metabolism
rxnprod	REACT16919	species192305	1	1	Metabolism
rxnprod	REACT16919	species389612	1	1	Metabolism
modrxn	REACT17962	REACT17035	1	1	Metabolism
inrxn	species389594	REACT17035	1	1	Metabolism
rxnprod	REACT17035	species389578	1	1	Metabolism
rxnprod	REACT17035	species389636	1	1	Metabolism
modrxn	REACT2731	REACT1007	1	1	Metabolism
inrxn	species29368	REACT1007	1	1	Metabolism
inrxn	species29500	REACT1007	1	1	Metabolism
rxnprod	REACT1007	species33179	1	1	Metabolism
modrxn	E125061	REACT1804	1	1	Metabolism
inrxn	species29356	REACT1804	1	1	Metabolism
inrxn	species33179	REACT1804	1	1	Metabolism
rxnprod	REACT1804	species29460	1	1	Metabolism
rxnprod	REACT1804	species29970	1	1	Metabolism
inrxn	REACT7202	REACT6865	1	1	Metabolism
inrxn	E348	REACT6865	1	1	Metabolism
rxnprod	REACT6865	REACT7274	1	1	Metabolism
modrxn	species2046170	REACT121285	1	1	Metabolism
inrxn	species727815	REACT121285	1	1	Metabolism
inrxn	species2046314	REACT121285	1	1	Metabolism
rxnprod	REACT121285	species2046203	1	1	Metabolism
rxnprod	REACT121285	species727810	1	1	Metabolism
inrxn	species174636	REACT6915	1	1	Metabolism
inrxn	species174672	REACT6915	1	1	Metabolism
inrxn	species174667	REACT6915	1	1	Metabolism
inrxn	species174689	REACT6915	1	1	Metabolism
inrxn	species174640	REACT6915	1	1	Metabolism
inrxn	species174648	REACT6915	1	1	Metabolism
inrxn	REACT7014	REACT6915	1	1	Metabolism
rxnprod	REACT6915	REACT7057	1	1	Metabolism
modrxn	species1602354	REACT120974	1	1	Metabolism
inrxn	species109276	REACT120974	1	1	Metabolism
inrxn	E5091	REACT120974	1	1	Metabolism
rxnprod	REACT120974	species1602366	1	1	Metabolism
rxnprod	REACT120974	species1602390	1	1	Metabolism
modrxn	E1593	REACT10025	1	1	Metabolism
inrxn	species113563	REACT10025	1	1	Metabolism
inrxn	species192201	REACT10025	1	1	Metabolism
rxnprod	REACT10025	species113529	1	1	Metabolism
rxnprod	REACT10025	species113600	1	1	Metabolism
rxnprod	REACT10025	species191968	1	1	Metabolism
modrxn	species975898	REACT120893	1	1	Metabolism
inrxn	species735682	REACT120893	1	1	Metabolism
inrxn	species2046187	REACT120893	1	1	Metabolism
rxnprod	REACT120893	species2046206	1	1	Metabolism
rxnprod	REACT120893	species205687	1	1	Metabolism
modrxn	species196357	REACT10031	1	1	Metabolism
inrxn	species29360	REACT10031	1	1	Metabolism
inrxn	species193124	REACT10031	1	1	Metabolism
rxnprod	REACT10031	species70106	1	1	Metabolism
rxnprod	REACT10031	species73473	1	1	Metabolism
rxnprod	REACT10031	species196366	1	1	Metabolism
modrxn	E7084	REACT1691	1	1	Metabolism
inrxn	species113593	REACT1691	1	1	Metabolism
inrxn	species500822	REACT1691	1	1	Metabolism
rxnprod	REACT1691	species113581	1	1	Metabolism
rxnprod	REACT1691	species500823	1	1	Metabolism
modrxn	species3229260	REACT10120	1	1	Metabolism
inrxn	species70106	REACT10120	1	1	Metabolism
inrxn	species29364	REACT10120	1	1	Metabolism
inrxn	species192064	REACT10120	1	1	Metabolism
rxnprod	REACT10120	species29366	1	1	Metabolism
rxnprod	REACT10120	species192087	1	1	Metabolism
modrxn	E6718	REACT9972	1	1	Metabolism
inrxn	species70106	REACT9972	1	1	Metabolism
inrxn	species29364	REACT9972	1	1	Metabolism
inrxn	species192136	REACT9972	1	1	Metabolism
rxnprod	REACT9972	species29366	1	1	Metabolism
rxnprod	REACT9972	species191980	1	1	Metabolism
modrxn	REACT2836	REACT396	1	1	Metabolism
inrxn	species113545	REACT396	1	1	Metabolism
inrxn	species113530	REACT396	1	1	Metabolism
rxnprod	REACT396	species113586	1	1	Metabolism
rxnprod	REACT396	species113543	1	1	Metabolism
modrxn	E10858	REACT10129	1	1	Metabolism
inrxn	species29368	REACT10129	1	1	Metabolism
inrxn	species70106	REACT10129	1	1	Metabolism
inrxn	species29364	REACT10129	1	1	Metabolism
inrxn	species193384	REACT10129	1	1	Metabolism
rxnprod	REACT10129	species29356	1	1	Metabolism
rxnprod	REACT10129	species29366	1	1	Metabolism
rxnprod	REACT10129	species192060	1	1	Metabolism
modrxn	E2593	REACT2094	1	1	Metabolism
inrxn	species71284	REACT2094	1	1	Metabolism
inrxn	species30401	REACT2094	1	1	Metabolism
rxnprod	REACT2094	species70106	1	1	Metabolism
rxnprod	REACT2094	species71285	1	1	Metabolism
rxnprod	REACT2094	species29916	1	1	Metabolism
inrxn	species200351	REACT808	1	1	Metabolism
inrxn	species29356	REACT808	1	1	Metabolism
rxnprod	REACT808	species29372	1	1	Metabolism
rxnprod	REACT808	species30733	1	1	Metabolism
modrxn	E23600	REACT9998	1	1	Metabolism
inrxn	species192308	REACT9998	1	1	Metabolism
rxnprod	REACT9998	species192316	1	1	Metabolism
modrxn	species265569	REACT16913	1	1	Metabolism
inrxn	species74112	REACT16913	1	1	Metabolism
rxnprod	REACT16913	species74016	1	1	Metabolism
modrxn	E1593	REACT10001	1	1	Metabolism
inrxn	species113533	REACT10001	1	1	Metabolism
inrxn	species113529	REACT10001	1	1	Metabolism
inrxn	species113600	REACT10001	1	1	Metabolism
inrxn	species191968	REACT10001	1	1	Metabolism
rxnprod	REACT10001	species113521	1	1	Metabolism
rxnprod	REACT10001	species113563	1	1	Metabolism
rxnprod	REACT10001	species192161	1	1	Metabolism
modrxn	species3219435	REACT10052	1	1	Metabolism
inrxn	species29368	REACT10052	1	1	Metabolism
inrxn	species70106	REACT10052	1	1	Metabolism
inrxn	species29364	REACT10052	1	1	Metabolism
inrxn	species193384	REACT10052	1	1	Metabolism
rxnprod	REACT10052	species192114	1	1	Metabolism
rxnprod	REACT10052	species29366	1	1	Metabolism
rxnprod	REACT10052	species29356	1	1	Metabolism
modrxn	species71237	REACT1425	1	1	Metabolism
inrxn	species29356	REACT1425	1	1	Metabolism
inrxn	species29360	REACT1425	1	1	Metabolism
inrxn	species35181	REACT1425	1	1	Metabolism
rxnprod	REACT1425	species70106	1	1	Metabolism
rxnprod	REACT1425	species73473	1	1	Metabolism
rxnprod	REACT1425	species32913	1	1	Metabolism
modrxn	E57818	REACT163926	1	1	Metabolism
inrxn	species113519	REACT163926	1	1	Metabolism
inrxn	species113782	REACT163926	1	1	Metabolism
rxnprod	REACT163926	species113780	1	1	Metabolism
rxnprod	REACT163926	species113551	1	1	Metabolism
inrxn	species192087	REACT10097	1	1	Metabolism
rxnprod	REACT10097	species192078	1	1	Metabolism
modrxn	species1877994	REACT120955	1	1	Metabolism
inrxn	species2054107	REACT120955	1	1	Metabolism
inrxn	species742361	REACT120955	1	1	Metabolism
rxnprod	REACT120955	species2064201	1	1	Metabolism
rxnprod	REACT120955	species205687	1	1	Metabolism
modrxn	REACT7657	REACT6908	1	1	Metabolism
inrxn	species174779	REACT6908	1	1	Metabolism
inrxn	species174671	REACT6908	1	1	Metabolism
inrxn	species174637	REACT6908	1	1	Metabolism
rxnprod	REACT6908	REACT7033	1	1	Metabolism
modrxn	E1717	REACT10029	1	1	Metabolism
inrxn	species70106	REACT10029	1	1	Metabolism
inrxn	species29364	REACT10029	1	1	Metabolism
inrxn	species195655	REACT10029	1	1	Metabolism
rxnprod	REACT10029	species29366	1	1	Metabolism
rxnprod	REACT10029	species196420	1	1	Metabolism
modrxn	REACT2511	REACT1814	1	1	Metabolism
inrxn	species113533	REACT1814	1	1	Metabolism
inrxn	species113594	REACT1814	1	1	Metabolism
inrxn	species35139	REACT1814	1	1	Metabolism
rxnprod	REACT1814	species29376	1	1	Metabolism
rxnprod	REACT1814	species113536	1	1	Metabolism
rxnprod	REACT1814	species113546	1	1	Metabolism
modrxn	species975621	REACT120933	1	1	Metabolism
inrxn	species109276	REACT120933	1	1	Metabolism
inrxn	E5091	REACT120933	1	1	Metabolism
rxnprod	REACT120933	species1602366	1	1	Metabolism
rxnprod	REACT120933	species1602390	1	1	Metabolism
modrxn	species1602354	REACT120742	1	1	Metabolism
inrxn	species109276	REACT120742	1	1	Metabolism
inrxn	species1602375	REACT120742	1	1	Metabolism
rxnprod	REACT120742	species1602366	1	1	Metabolism
rxnprod	REACT120742	species1602372	1	1	Metabolism
modrxn	species1602354	REACT121220	1	1	Metabolism
inrxn	species109276	REACT121220	1	1	Metabolism
inrxn	species1602402	REACT121220	1	1	Metabolism
rxnprod	REACT121220	species1602366	1	1	Metabolism
rxnprod	REACT121220	species1602415	1	1	Metabolism
modrxn	REACT17197	REACT16932	1	1	Metabolism
inrxn	species389556	REACT16932	1	1	Metabolism
inrxn	species389548	REACT16932	1	1	Metabolism
rxnprod	REACT16932	species193465	1	1	Metabolism
rxnprod	REACT16932	species113602	1	1	Metabolism
rxnprod	REACT16932	species389536	1	1	Metabolism
rxnprod	REACT16932	species389537	1	1	Metabolism
modrxn	E339221	REACT115560	1	1	Metabolism
inrxn	species429776	REACT115560	1	1	Metabolism
inrxn	species29356	REACT115560	1	1	Metabolism
rxnprod	REACT115560	species1610735	1	1	Metabolism
rxnprod	REACT115560	species429807	1	1	Metabolism
modrxn	species1602359	REACT120937	1	1	Metabolism
inrxn	species109276	REACT120937	1	1	Metabolism
inrxn	species1602370	REACT120937	1	1	Metabolism
rxnprod	REACT120937	species1602366	1	1	Metabolism
rxnprod	REACT120937	species1602419	1	1	Metabolism
inrxn	REACT7091	REACT6720	1	1	Metabolism
rxnprod	REACT6720	REACT7115	1	1	Metabolism
modrxn	REACT3102	REACT1345	1	1	Metabolism
inrxn	species31503	REACT1345	1	1	Metabolism
rxnprod	REACT1345	species29424	1	1	Metabolism
rxnprod	REACT1345	species31311	1	1	Metabolism
modrxn	species997387	REACT25070	1	1	Metabolism
inrxn	species29480	REACT25070	1	1	Metabolism
inrxn	species113592	REACT25070	1	1	Metabolism
rxnprod	REACT25070	species964965	1	1	Metabolism
rxnprod	REACT25070	species29370	1	1	Metabolism
